no_spm;sum(jumlah_debet)
00005/FSM/SPM-LSK/OKT/2017;74222000
00005/FSM/SPM-LSNK/OKT/2017;210000000
00005/FTE/SPM-GUP/MAR/2017;336893318
00005/FTE/SPM-LS PGW/MAR/2017;108521760
00005/FTE/SPM-LSK/OKT/2017;41506000
00005/FTE/SPM-TUP/DES/2017;4196043784
00005/LPM/SPM-GUP/MEI/2017;288891250
00005/LPM/SPM-LSK/OKT/2017;25500000
00005/LPM/SPM-TUP-NIHIL/NOV/2017;268838000
00005/LPM/SPM-TUP/DES/2017;2647457500
00005/MWA/SPM-GUP/JUN/2017;11000000
00005/MWA/SPM-LS PGW/JUL/2017;76935788
00005/PTN/SPM-GUP/AGU/2017;19402860
00005/PTN/SPM-LS PGW/APR/2017;112567100
00005/PTN/SPM-LSK/SEP/2017;113381400
00005/PTN/SPM-LSNK/AGU/2017;46310000
00005/RSN/SPM-GUP/MAR/2017;672852958
00005/RSN/SPM-LS PGW/FEB/2017;13176000
00005/RSN/SPM-LSK/OKT/2017;158437367
00005/RSN/SPM-LSNK/SEP/2017;104677975
00005/SPI/SPM-GUP/AGU/2017;35365268
00005/SPS/SPM-GUP/APR/2017;165667168
00005/SPS/SPM-LS PGW/APR/2017;38745019
00005/SVO/SPM-LS PGW/MAR/2017;4806000
00005/SVO/SPM-LSK/SEP/2017;61922500
00005/SVO/SPM-LSNK/NOV/2017;32525000
00005/W11/SPM-GUP/AGU/2017;206693670
00005/W11/SPM-LSK/OKT/2017;117137500
00005/W11/SPM-LSNK/AGU/2017;10730000
00005/W12/SPM-GUP/JUL/2017;280288616
00005/W12/SPM-LSNK/SEP/2017;48600000
00005/W21/SPM-GUP/JUN/2017;48992000
00005/W21/SPM-LSNK/NOV/2017;25000000
00005/W23/SPM-GUP/APR/2017;267450300
00005/W23/SPM-LS PGW/FEB/2017;1491022053
00005/W23/SPM-LSK/AGU/2017;41075400
00005/W23/SPM-LSNK/AGU/2017;5143822
00005/W23/SPM-TUP-NIHIL/DES/2017;16200000000
00005/W23/SPM-TUP/NOV/2017;16200000000
00005/W24/SPM-GUP/JUN/2017;25342000
00005/W24/SPM-LSNK/OKT/2017;8000000
00005/W32/SPM-GUP/JUN/2017;29299594
00005/W32/SPM-LSNK/OKT/2017;30000000
00005/W34/SPM-GUP/MEI/2017;38087352
00005/W34/SPM-LSNK/OKT/2017;49350000
00005/W44/SPM-GUP/APR/2017;42170000
00005/W44/SPM-LSK/DES/2017;18398600
00005/W44/SPM-LSNK/SEP/2017;12000000
00006/BPS/SPM-LSNK/OKT/2017;25228500
00006/FEB/SPM-GUP/MEI/2017;616480500
00006/FEB/SPM-LS PGW/MEI/2017;74348551
00006/FEB/SPM-LSK/AGU/2017;9843822
00006/FEB/SPM-LSNK/NOV/2017;61200000
00006/FHU/SPM-LS PGW/MAR/2017;4272000
00006/FHU/SPM-LSNK/NOV/2017;300000
00006/FHU/SPM-TUP-NIHIL/DES/2017;1029582000
00006/FIB/SPM-GUP/MAR/2017;395675574
00006/FIB/SPM-LS PGW/MAR/2017;25632000
00006/FIB/SPM-LSK/OKT/2017;49760000
00006/FIB/SPM-LSNK/NOV/2017;28920000
00006/FIS/SPM-GUP/MEI/2017;296050464
00006/FIS/SPM-LS PGW/MAR/2017;42642840
00006/FIS/SPM-LSK/SEP/2017;50954750
00006/FIS/SPM-LSNK/OKT/2017;120000000
00006/FKE/SPM-GUP/JUN/2017;558906864
00006/FKE/SPM-LS PGW/MAR/2017;133645107
00006/FKE/SPM-LSK/OKT/2017;89331000
00006/FKE/SPM-LSNK/SEP/2017;41077490
00006/FKE/SPM-TUP-NIHIL/DES/2017;6697173695
00006/FKM/SPM-LS PGW/MAR/2017;37772275
00006/FKM/SPM-LSK/OKT/2017;98400000
00006/FKM/SPM-LSNK/NOV/2017;28079000
00006/FPK/SPM-GUP/APR/2017;195763340
00006/FPK/SPM-LS PGW/MAR/2017;3204000
00006/FPK/SPM-LSK/OKT/2017;71918000
00006/FPK/SPM-LSNK/NOV/2017;37818000
00006/FPP/SPM-GUP/MEI/2017;143992090
00006/FPP/SPM-LS PGW/JUN/2017;40866260
00006/FPP/SPM-LSK/OKT/2017;114848250
00006/FPP/SPM-LSNK/OKT/2017;46000000
00006/FPS/SPM-GUP/APR/2017;122533600
00006/FPS/SPM-LS PGW/JUN/2017;20586340
00006/FPS/SPM-LSNK/SEP/2017;18311491
00006/FSM/SPM-LS PGW/MEI/2017;12816000
00006/FSM/SPM-LSK/OKT/2017;63140000
00006/FSM/SPM-LSNK/OKT/2017;18900000
00006/FTE/SPM-LS PGW/MAR/2017;109294464
00006/FTE/SPM-LSK/OKT/2017;33194000
00006/FTE/SPM-LSNK/AGU/2017;60000000
00006/LMP/SPM-GUP/MAR/2017;262712680
00006/LMP/SPM-LSNK/DES/2017;29800000
00006/LPM/SPM-GUP/JUN/2017;292656590
00006/LPM/SPM-LSK/OKT/2017;124800000
00006/LPM/SPM-TUP-NIHIL/NOV/2017;4386000000
00006/LPM/SPM-TUP/DES/2017;1447886150
00006/MWA/SPM-GUP/JUN/2017;63180000
00006/MWA/SPM-LS PGW/JUL/2017;110000000
00006/MWA/SPM-LSNK/DES/2017;27950000
00006/PTN/SPM-GUP/AGU/2017;160000000
00006/PTN/SPM-LS PGW/APR/2017;32003870
00006/PTN/SPM-LSK/SEP/2017;31548000
00006/PTN/SPM-LSNK/AGU/2017;40130000
00006/RSN/SPM-GUP/APR/2017;659723242
00006/RSN/SPM-LS PGW/FEB/2017;29752323
00006/RSN/SPM-LSK/OKT/2017;179836744
00006/RSN/SPM-LSNK/OKT/2017;117055675
00006/SPI/SPM-GUP/SEP/2017;30691300
00006/SPS/SPM-GUP/MEI/2017;121393492
00006/SPS/SPM-LS PGW/MEI/2017;38657460
00006/SVO/SPM-GUP/MEI/2017;307439834
00006/SVO/SPM-LS PGW/MAR/2017;13419622
00006/SVO/SPM-LSK/SEP/2017;16125000
00006/SVO/SPM-LSNK/NOV/2017;12922835
00006/W11/SPM-GUP/OKT/2017;143967260
00006/W11/SPM-LSK/OKT/2017;59400000
00006/W11/SPM-LSNK/SEP/2017;9615000
00006/W12/SPM-GUP/AGU/2017;253352074
00006/W12/SPM-LSK/OKT/2017;92500000
00006/W12/SPM-LSNK/SEP/2017;11050000
00006/W21/SPM-GUP/JUL/2017;35178000
00006/W21/SPM-LSNK/NOV/2017;7980000
00006/W23/SPM-GUP/APR/2017;540347226
00006/W23/SPM-LS PGW/FEB/2017;279754314
00006/W23/SPM-LSK/AGU/2017;41116200
00006/W23/SPM-LSNK/AGU/2017;6019708
00006/W23/SPM-TUP-NIHIL/DES/2017;4000000000
00006/W23/SPM-TUP/DES/2017;4000000000
00006/W24/SPM-GUP/JUN/2017;20000000
00006/W24/SPM-LSNK/OKT/2017;7175000
00006/W32/SPM-GUP/JUL/2017;15439528
00006/W32/SPM-LSNK/OKT/2017;5520000
00006/W34/SPM-GUP/MEI/2017;19136000
00006/W34/SPM-LSNK/OKT/2017;26250000
00006/W44/SPM-GUP/MEI/2017;59863500
00006/W44/SPM-LSK/DES/2017;49720000
00006/W44/SPM-LSNK/OKT/2017;5640000
00007/BPS/SPM-GUP/JUL/2017;190472494
00007/BPS/SPM-LSNK/OKT/2017;16252000
00007/FEB/SPM-GUP/JUN/2017;511136950
00007/FEB/SPM-LS PGW/JUN/2017;114644600
00007/FEB/SPM-LSK/AGU/2017;9843822
00007/FEB/SPM-LSNK/DES/2017;157050000
00007/FHU/SPM-GUP/MAR/2017;365699718
00007/FHU/SPM-LS PGW/APR/2017;4272000
00007/FHU/SPM-LSK/SEP/2017;21075000
00007/FHU/SPM-LSNK/NOV/2017;2100000
00007/FIB/SPM-GUP/MAR/2017;17920000
00007/FIB/SPM-LS PGW/APR/2017;8544000
00007/FIB/SPM-LSK/OKT/2017;49760000
00007/FIB/SPM-LSNK/NOV/2017;16800000
00007/FIS/SPM-GUP/JUN/2017;299328978
00007/FIS/SPM-LS PGW/APR/2017;6408000
00007/FIS/SPM-LSK/OKT/2017;59995650
00007/FIS/SPM-LSNK/OKT/2017;410400000
00007/FKE/SPM-GUP/JUL/2017;599669982
00007/FKE/SPM-LS PGW/APR/2017;8544000
00007/FKE/SPM-LSK/OKT/2017;89331000
00007/FKE/SPM-LSNK/SEP/2017;39771000
00007/FKM/SPM-LS PGW/APR/2017;37524957
00007/FKM/SPM-LSK/NOV/2017;69453000
00007/FKM/SPM-LSNK/NOV/2017;39000000
00007/FPK/SPM-GUP/APR/2017;199226846
00007/FPK/SPM-LS PGW/APR/2017;3204000
00007/FPK/SPM-LSK/OKT/2017;132797500
00007/FPK/SPM-LSNK/NOV/2017;15660000
00007/FPP/SPM-GUP/JUN/2017;216576270
00007/FPP/SPM-LS PGW/JUN/2017;30288961
00007/FPP/SPM-LSK/OKT/2017;197500000
00007/FPS/SPM-GUP/MEI/2017;122447864
00007/FPS/SPM-LS PGW/JUN/2017;14376144
00007/FSM/SPM-GUP/MAR/2017;172803962
00007/FSM/SPM-LS PGW/JUN/2017;66017700
00007/FSM/SPM-LSNK/OKT/2017;186000000
00007/FTE/SPM-LS PGW/MAR/2017;13350000
00007/FTE/SPM-LSK/OKT/2017;30622500
00007/FTE/SPM-LSNK/AGU/2017;65000000
00007/LMP/SPM-TUP/NOV/2017;1533162490
00007/LPM/SPM-GUP/JUL/2017;289925422
00007/LPM/SPM-LSK/OKT/2017;123856000
00007/LPM/SPM-TUP-NIHIL/DES/2017;2647457500
00007/MWA/SPM-GUP/JUN/2017;37724000
00007/MWA/SPM-LS PGW/AGU/2017;110000000
00007/PTN/SPM-GUP/SEP/2017;152510008
00007/PTN/SPM-LS PGW/APR/2017;66409500
00007/PTN/SPM-LSK/SEP/2017;24342000
00007/PTN/SPM-LSNK/AGU/2017;10732901
00007/RSN/SPM-GUP/MEI/2017;664907520
00007/RSN/SPM-LS PGW/MAR/2017;29752323
00007/RSN/SPM-LSK/OKT/2017;77540664
00007/RSN/SPM-LSNK/OKT/2017;333192339
00007/SPI/SPM-GUP/NOV/2017;32416740
00007/SPS/SPM-GUP/MEI/2017;96579072
00007/SVO/SPM-LS PGW/MAR/2017;4806000
00007/SVO/SPM-LSK/SEP/2017;72026000
00007/W11/SPM-GUP/DES/2017;97258040
00007/W11/SPM-LSNK/SEP/2017;11524800
00007/W12/SPM-GUP/NOV/2017;126161600
00007/W12/SPM-LSK/OKT/2017;62758800
00007/W12/SPM-LSNK/SEP/2017;48425000
00007/W21/SPM-GUP/JUL/2017;62854354
00007/W21/SPM-LSNK/DES/2017;10434698
00007/W23/SPM-GUP/APR/2017;600882084
00007/W23/SPM-LS PGW/FEB/2017;809366615
00007/W23/SPM-LSK/AGU/2017;39760875
00007/W23/SPM-LSNK/AGU/2017;344481200
00007/W23/SPM-TUP-NIHIL/DES/2017;25500000
00007/W23/SPM-TUP/DES/2017;25500000
00007/W24/SPM-GUP/JUL/2017;24137000
00007/W24/SPM-LSNK/NOV/2017;8000000
00007/W32/SPM-GUP/AGU/2017;35020816
00007/W32/SPM-LSNK/OKT/2017;5236000
00007/W34/SPM-GUP/MEI/2017;20707300
00007/W34/SPM-LSNK/OKT/2017;7105000
00007/W44/SPM-GUP/JUN/2017;20798000
00007/W44/SPM-LSNK/OKT/2017;22950000
00008/BPS/SPM-LSNK/OKT/2017;10315000
00008/FEB/SPM-GUP/JUL/2017;635867740
00008/FEB/SPM-LS PGW/JUN/2017;7969140
00008/FEB/SPM-LSK/SEP/2017;60000000
00008/FEB/SPM-LSNK/DES/2017;37661015
00008/FHU/SPM-LS PGW/APR/2017;18956160
00008/FHU/SPM-LSK/SEP/2017;31475000
00008/FHU/SPM-LSNK/NOV/2017;18898820
00008/FIB/SPM-GUP/MAR/2017;4320000
00008/FIB/SPM-LS PGW/APR/2017;35208839
00008/FIB/SPM-LSK/OKT/2017;49760000
00008/FIB/SPM-LSNK/DES/2017;33450000
00008/FIS/SPM-GUP/JUN/2017;183316016
00008/FIS/SPM-LS PGW/APR/2017;42592023
00008/FIS/SPM-LSK/OKT/2017;50619250
00008/FIS/SPM-LSNK/NOV/2017;13252000
00008/FKE/SPM-LS PGW/APR/2017;131921979
00008/FKE/SPM-LSK/OKT/2017;89331000
00008/FKE/SPM-LSNK/OKT/2017;41685000
00008/FKM/SPM-GUP/APR/2017;249398354
00008/FKM/SPM-LS PGW/APR/2017;2136000
00008/FKM/SPM-LSK/DES/2017;158625000
00008/FKM/SPM-LSNK/NOV/2017;675000
00008/FPK/SPM-GUP/MEI/2017;199608500
00008/FPK/SPM-LS PGW/APR/2017;35876613
00008/FPK/SPM-LSK/NOV/2017;97691000
00008/FPK/SPM-LSNK/NOV/2017;44460000
00008/FPP/SPM-GUP/JUL/2017;247179300
00008/FPP/SPM-LS PGW/DES/2017;636355600
00008/FPP/SPM-LSK/OKT/2017;174888300
00008/FPS/SPM-LSNK/SEP/2017;35886000
00008/FSM/SPM-LS PGW/JUN/2017;10625520
00008/FSM/SPM-LSK/OKT/2017;29455550
00008/FSM/SPM-LSNK/OKT/2017;126000000
00008/FTE/SPM-GUP/APR/2017;407831486
00008/FTE/SPM-LS PGW/MAR/2017;13350000
00008/FTE/SPM-LSK/OKT/2017;33194000
00008/FTE/SPM-LSNK/AGU/2017;148000000
00008/LMP/SPM-GUP/APR/2017;260679150
00008/LPM/SPM-LSK/OKT/2017;154500000
00008/LPM/SPM-TUP-NIHIL/DES/2017;1447886150
00008/MWA/SPM-LS PGW/SEP/2017;110000000
00008/PTN/SPM-GUP/SEP/2017;33502560
00008/PTN/SPM-LS PGW/APR/2017;42502080
00008/PTN/SPM-LSK/SEP/2017;216000000
00008/PTN/SPM-LSNK/AGU/2017;972100
00008/RSN/SPM-GUP/MEI/2017;727966572
00008/RSN/SPM-LS PGW/MAR/2017;13176000
00008/RSN/SPM-LSK/OKT/2017;67294087
00008/RSN/SPM-LSNK/OKT/2017;239350000
00008/SPI/SPM-GUP/NOV/2017;35666528
00008/SPS/SPM-GUP/JUN/2017;195575708
00008/SPS/SPM-LS PGW/JUN/2017;55582380
00008/SVO/SPM-GUP/JUN/2017;316218562
00008/SVO/SPM-LSK/SEP/2017;61270000
00008/SVO/SPM-LSNK/NOV/2017;37905250
00008/W11/SPM-GUP/DES/2017;175000000
00008/W11/SPM-LSK/OKT/2017;80500000
00008/W11/SPM-LSNK/SEP/2017;9355000
00008/W12/SPM-GUP/DES/2017;299679300
00008/W12/SPM-LSK/NOV/2017;61500000
00008/W12/SPM-LSNK/SEP/2017;42060000
00008/W21/SPM-GUP/AGU/2017;60824200
00008/W21/SPM-LSNK/DES/2017;25000000
00008/W23/SPM-GUP/APR/2017;533955858
00008/W23/SPM-LS PGW/FEB/2017;3094570442
00008/W23/SPM-LSK/AGU/2017;106363000
00008/W23/SPM-LSNK/AGU/2017;10915000
00008/W24/SPM-GUP/AGU/2017;17870644
00008/W24/SPM-LSNK/DES/2017;8000000
00008/W32/SPM-GUP/AGU/2017;21394972
00008/W32/SPM-LSNK/OKT/2017;5206000
00008/W34/SPM-GUP/JUN/2017;35978600
00008/W34/SPM-LSNK/OKT/2017;17000000
00008/W44/SPM-GUP/JUN/2017;43120000
00008/W44/SPM-LSNK/OKT/2017;151500000
00009/BPS/SPM-GUP/SEP/2017;159178538
00009/BPS/SPM-LSNK/NOV/2017;21035000
00009/FEB/SPM-LS PGW/JUN/2017;73601471
00009/FEB/SPM-LSK/SEP/2017;54587500
00009/FEB/SPM-LSNK/DES/2017;1400000
00009/FHU/SPM-GUP/APR/2017;488242052
00009/FHU/SPM-LS PGW/APR/2017;42403689
00009/FHU/SPM-LSK/SEP/2017;34793800
00009/FHU/SPM-LSNK/DES/2017;41300000
00009/FIB/SPM-GUP/APR/2017;413274340
00009/FIB/SPM-LS PGW/MEI/2017;8544000
00009/FIB/SPM-LSK/OKT/2017;69805801
00009/FIB/SPM-LSNK/DES/2017;2950000
00009/FIS/SPM-GUP/JUL/2017;298472712
00009/FIS/SPM-LS PGW/MEI/2017;6408000
00009/FIS/SPM-LSK/OKT/2017;50619250
00009/FIS/SPM-LSNK/NOV/2017;37582630
00009/FKE/SPM-GUP/AGU/2017;595807684
00009/FKE/SPM-LS PGW/MEI/2017;132056854
00009/FKE/SPM-LSK/OKT/2017;123152500
00009/FKE/SPM-LSNK/OKT/2017;29025000
00009/FKM/SPM-LS PGW/MEI/2017;37940442
00009/FKM/SPM-LSK/DES/2017;190461150
00009/FKM/SPM-LSNK/NOV/2017;28365000
00009/FPK/SPM-LS PGW/MEI/2017;3204000
00009/FPK/SPM-LSK/NOV/2017;79245000
00009/FPK/SPM-LSNK/DES/2017;20000000
00009/FPP/SPM-GUP/AGU/2017;204369310
00009/FPP/SPM-LSK/OKT/2017;197231250
00009/FPS/SPM-LS PGW/NOV/2017;13513500
00009/FPS/SPM-LSNK/OKT/2017;9384000
00009/FSM/SPM-LS PGW/JUN/2017;44417047
00009/FSM/SPM-LSK/OKT/2017;65000000
00009/FSM/SPM-LSNK/OKT/2017;102000000
00009/FTE/SPM-LS PGW/MAR/2017;109587952
00009/FTE/SPM-LSK/OKT/2017;40301000
00009/FTE/SPM-LSNK/AGU/2017;15000000
00009/LMP/SPM-GUP/MEI/2017;299940000
00009/LPM/SPM-LSK/OKT/2017;132460000
00009/MWA/SPM-LS PGW/OKT/2017;100000000
00009/PTN/SPM-GUP/OKT/2017;179237440
00009/PTN/SPM-LS PGW/APR/2017;1950000
00009/PTN/SPM-LSK/SEP/2017;80648700
00009/PTN/SPM-LSNK/AGU/2017;4164700
00009/RSN/SPM-GUP/MEI/2017;712467730
00009/RSN/SPM-LS PGW/MAR/2017;110317844
00009/RSN/SPM-LSK/OKT/2017;169066484
00009/RSN/SPM-LSNK/OKT/2017;244700595
00009/SPI/SPM-GUP/DES/2017;37079682
00009/SPS/SPM-GUP/JUL/2017;160540834
00009/SPS/SPM-LS PGW/JUN/2017;38539677
00009/SVO/SPM-GUP/JUL/2017;355605280
00009/SVO/SPM-LSK/SEP/2017;44197000
00009/SVO/SPM-LSNK/NOV/2017;9380000
00009/W11/SPM-LSK/OKT/2017;118204000
00009/W11/SPM-LSNK/SEP/2017;11987500
00009/W12/SPM-GUP/DES/2017;299961300
00009/W12/SPM-LSK/DES/2017;111600000
00009/W12/SPM-LSNK/SEP/2017;43716000
00009/W21/SPM-GUP/AGU/2017;38573320
00009/W21/SPM-LSNK/DES/2017;9080000
00009/W23/SPM-GUP/MEI/2017;74217048
00009/W23/SPM-LS PGW/FEB/2017;3162546754
00009/W23/SPM-LSK/AGU/2017;995750000
00009/W23/SPM-LSNK/AGU/2017;241886021
00009/W24/SPM-GUP/SEP/2017;18940000
00009/W24/SPM-LSNK/DES/2017;8000000
00009/W32/SPM-GUP/SEP/2017;64652000
00009/W32/SPM-LSNK/OKT/2017;4763500
00009/W34/SPM-GUP/JUN/2017;38639000
00009/W34/SPM-LSNK/OKT/2017;27500000
00009/W44/SPM-GUP/AGU/2017;48481462
00009/W44/SPM-LSNK/OKT/2017;17000000
00010/BPS/SPM-GUP/OKT/2017;47884000
00010/BPS/SPM-LSNK/DES/2017;38864000
00010/FEB/SPM-GUP/AGU/2017;624650974
00010/FEB/SPM-LS PGW/JUN/2017;1602000
00010/FEB/SPM-LSK/SEP/2017;58410000
00010/FEB/SPM-LSNK/DES/2017;2500000
00010/FHU/SPM-LS PGW/MEI/2017;18956160
00010/FHU/SPM-LSK/OKT/2017;268167500
00010/FHU/SPM-LSNK/DES/2017;30900000
00010/FIB/SPM-GUP/APR/2017;31510000
00010/FIB/SPM-LS PGW/MEI/2017;35263151
00010/FIB/SPM-LSK/OKT/2017;185250000
00010/FIB/SPM-LSNK/DES/2017;4480000
00010/FIS/SPM-GUP/AGU/2017;299889270
00010/FIS/SPM-LS PGW/MEI/2017;42446164
00010/FIS/SPM-LSK/OKT/2017;43592934
00010/FIS/SPM-LSNK/NOV/2017;22042000
00010/FKE/SPM-LS PGW/MEI/2017;8544000
00010/FKE/SPM-LSK/OKT/2017;157465000
00010/FKE/SPM-LSNK/OKT/2017;39989000
00010/FKM/SPM-GUP/JUN/2017;398563568
00010/FKM/SPM-LS PGW/MEI/2017;2136000
00010/FKM/SPM-LSNK/NOV/2017;27000000
00010/FPK/SPM-GUP/MEI/2017;198588000
00010/FPK/SPM-LS PGW/MEI/2017;35804288
00010/FPK/SPM-LSK/DES/2017;74459000
00010/FPK/SPM-LSNK/DES/2017;8610000
00010/FPP/SPM-GUP/SEP/2017;189015240
00010/FPP/SPM-LS PGW/DES/2017;476144400
00010/FPP/SPM-LSK/OKT/2017;198375000
00010/FPP/SPM-LSNK/NOV/2017;40725000
00010/FSM/SPM-GUP/APR/2017;298596346
00010/FSM/SPM-LS PGW/JUN/2017;2136000
00010/FSM/SPM-LSK/OKT/2017;101571000
00010/FSM/SPM-LSNK/OKT/2017;108000000
00010/FTE/SPM-GUP/MEI/2017;346969560
00010/FTE/SPM-LS PGW/MAR/2017;13350000
00010/FTE/SPM-LSK/OKT/2017;24922500
00010/FTE/SPM-LSNK/AGU/2017;28000000
00010/LMP/SPM-GUP/JUN/2017;299665810
00010/LPM/SPM-LSK/OKT/2017;156928000
00010/MWA/SPM-GUP/JUL/2017;51020000
00010/MWA/SPM-LS PGW/NOV/2017;100000000
00010/PTN/SPM-GUP/OKT/2017;130143080
00010/PTN/SPM-LS PGW/APR/2017;8421054
00010/PTN/SPM-LSK/SEP/2017;113516000
00010/PTN/SPM-LSNK/AGU/2017;434500
00010/RSN/SPM-GUP/JUN/2017;724619054
00010/RSN/SPM-LS PGW/APR/2017;29752323
00010/RSN/SPM-LSK/OKT/2017;59986188
00010/RSN/SPM-LSNK/OKT/2017;4650000
00010/SPS/SPM-GUP/JUL/2017;100382800
00010/SPS/SPM-LS PGW/JUL/2017;9240000
00010/SVO/SPM-GUP/JUL/2017;390635178
00010/SVO/SPM-LS PGW/MAR/2017;13530258
00010/SVO/SPM-LSK/SEP/2017;54170000
00010/SVO/SPM-LSNK/NOV/2017;48923600
00010/W11/SPM-LSK/OKT/2017;84981000
00010/W11/SPM-LSNK/SEP/2017;9750000
00010/W12/SPM-GUP/DES/2017;150000000
00010/W12/SPM-LSK/DES/2017;134043000
00010/W12/SPM-LSNK/OKT/2017;12000000
00010/W21/SPM-GUP/SEP/2017;34878584
00010/W21/SPM-LSNK/DES/2017;5490000
00010/W23/SPM-GUP/MEI/2017;330812724
00010/W23/SPM-LS PGW/FEB/2017;227507093
00010/W23/SPM-LSK/AGU/2017;319893000
00010/W24/SPM-GUP/SEP/2017;23754400
00010/W32/SPM-GUP/SEP/2017;64070974
00010/W32/SPM-LSNK/OKT/2017;4500000
00010/W34/SPM-GUP/JUL/2017;52566800
00010/W34/SPM-LSNK/OKT/2017;19500000
00010/W44/SPM-GUP/AGU/2017;21658200
00010/W44/SPM-LSNK/OKT/2017;10400000
00011/BPS/SPM-GUP/NOV/2017;65402000
00011/BPS/SPM-LSNK/DES/2017;12958000
00011/FEB/SPM-GUP/SEP/2017;416225398
00011/FEB/SPM-LS PGW/JUN/2017;22091580
00011/FEB/SPM-LSK/SEP/2017;72874750
00011/FEB/SPM-LSNK/DES/2017;810000
00011/FHU/SPM-GUP/APR/2017;497731140
00011/FHU/SPM-LS PGW/MEI/2017;4272000
00011/FHU/SPM-LSK/OKT/2017;115142342
00011/FIB/SPM-GUP/MEI/2017;398928144
00011/FIB/SPM-LSK/OKT/2017;9750000
00011/FIS/SPM-GUP/AGU/2017;296585692
00011/FIS/SPM-LS PGW/JUN/2017;32003870
00011/FIS/SPM-LSK/OKT/2017;59544100
00011/FIS/SPM-LSNK/NOV/2017;40299200
00011/FKE/SPM-LSK/OKT/2017;67760000
00011/FKE/SPM-LSNK/OKT/2017;29880000
00011/FKM/SPM-LS PGW/JUN/2017;52615960
00011/FKM/SPM-LSNK/NOV/2017;32400000
00011/FPK/SPM-LS PGW/JUN/2017;16065590
00011/FPK/SPM-LSK/DES/2017;51000000
00011/FPP/SPM-GUP/SEP/2017;231690000
00011/FPP/SPM-LSK/NOV/2017;186154900
00011/FPP/SPM-LSNK/NOV/2017;174000000
00011/FPS/SPM-GUP/JUN/2017;140645092
00011/FPS/SPM-LS PGW/DES/2017;53722500
00011/FPS/SPM-LSNK/OKT/2017;31850900
00011/FSM/SPM-LS PGW/JUN/2017;29698410
00011/FSM/SPM-LSK/OKT/2017;38700000
00011/FSM/SPM-LSNK/OKT/2017;25800000
00011/FTE/SPM-LS PGW/APR/2017;108689181
00011/FTE/SPM-LSK/OKT/2017;46581500
00011/FTE/SPM-LSNK/AGU/2017;10000000
00011/LMP/SPM-GUP/JUL/2017;299842000
00011/LPM/SPM-GUP/OKT/2017;296781060
00011/LPM/SPM-LSK/OKT/2017;156000000
00011/MWA/SPM-GUP/JUL/2017;44400000
00011/MWA/SPM-LS PGW/DES/2017;100000000
00011/PTN/SPM-GUP/OKT/2017;44739970
00011/PTN/SPM-LS PGW/APR/2017;46433560
00011/PTN/SPM-LSK/SEP/2017;208355000
00011/PTN/SPM-LSNK/AGU/2017;1034037539
00011/RSN/SPM-GUP/JUL/2017;644155428
00011/RSN/SPM-LS PGW/APR/2017;13176000
00011/RSN/SPM-LSK/OKT/2017;90700957
00011/RSN/SPM-LSNK/OKT/2017;34687750
00011/SPI/SPM-GUP/DES/2017;20000000
00011/SPS/SPM-GUP/AGU/2017;71694380
00011/SVO/SPM-GUP/AGU/2017;391972754
00011/SVO/SPM-LS PGW/APR/2017;13246802
00011/SVO/SPM-LSK/SEP/2017;27270000
00011/SVO/SPM-LSNK/NOV/2017;200000
00011/W11/SPM-LSK/OKT/2017;103950000
00011/W11/SPM-LSNK/OKT/2017;35850000
00011/W12/SPM-LSK/DES/2017;121775000
00011/W12/SPM-LSNK/OKT/2017;9770000
00011/W21/SPM-GUP/SEP/2017;39495200
00011/W21/SPM-LSNK/DES/2017;13985000
00011/W23/SPM-GUP/MEI/2017;423756170
00011/W23/SPM-LS PGW/FEB/2017;33661549
00011/W23/SPM-LSK/AGU/2017;4525281
00011/W23/SPM-LSNK/AGU/2017;18157500
00011/W32/SPM-GUP/OKT/2017;49073108
00011/W32/SPM-LSNK/OKT/2017;4500000
00011/W34/SPM-GUP/JUL/2017;71918818
00011/W34/SPM-LSNK/OKT/2017;9182500
00011/W44/SPM-GUP/AGU/2017;177075600
00011/W44/SPM-LSNK/OKT/2017;8640000
00012/BPS/SPM-GUP/NOV/2017;79600000
00012/BPS/SPM-LSNK/DES/2017;5888000
00012/FEB/SPM-GUP/OKT/2017;531205606
00012/FEB/SPM-LS PGW/OKT/2017;26532000
00012/FEB/SPM-LSK/SEP/2017;28700000
00012/FEB/SPM-LSNK/DES/2017;2565000
00012/FHU/SPM-LS PGW/MEI/2017;42529338
00012/FHU/SPM-LSNK/DES/2017;1200000
00012/FIB/SPM-GUP/MEI/2017;13810000
00012/FIB/SPM-LS PGW/JUN/2017;35291645
00012/FIB/SPM-LSK/NOV/2017;49760000
00012/FIB/SPM-LSNK/DES/2017;12525000
00012/FIS/SPM-GUP/AGU/2017;292392928
00012/FIS/SPM-LS PGW/JUN/2017;56299000
00012/FIS/SPM-LSK/OKT/2017;50954750
00012/FIS/SPM-LSNK/NOV/2017;73725000
00012/FKE/SPM-GUP/SEP/2017;596760236
00012/FKE/SPM-LSK/OKT/2017;78642000
00012/FKE/SPM-LSNK/OKT/2017;45990000
00012/FKM/SPM-LS PGW/JUN/2017;10625520
00012/FKM/SPM-LSNK/DES/2017;10000000
00012/FPK/SPM-GUP/JUN/2017;199846056
00012/FPK/SPM-LS PGW/JUN/2017;54144240
00012/FPK/SPM-LSK/DES/2017;10500000
