no_spm;sum(jumlah_debet)
00021/W23/SPM-LSK/SEP/2017;186684000
00021/W23/SPM-LSNK/AGU/2017;7650000
00021/W32/SPM-LSNK/OKT/2017;10050000
00021/W34/SPM-GUP/NOV/2017;84048600
00021/W34/SPM-LSNK/DES/2017;6450000
00022/FEB/SPM-LSK/NOV/2017;9843822
00022/FHU/SPM-LSK/OKT/2017;22950000
00022/FIB/SPM-GUP/AGU/2017;499719000
00022/FIB/SPM-LS PGW/DES/2017;529940250
00022/FIB/SPM-LSK/DES/2017;49700000
00022/FIS/SPM-LSK/DES/2017;61721000
00022/FKE/SPM-LSK/NOV/2017;181000000
00022/FKE/SPM-LSNK/OKT/2017;23400000
00022/FKM/SPM-GUP/OKT/2017;390521026
00022/FKM/SPM-LSNK/DES/2017;29325000
00022/FPK/SPM-LSK/DES/2017;117348000
00022/FPK/SPM-LSNK/DES/2017;12066000
00022/FPP/SPM-LSNK/DES/2017;43601000
00022/FPS/SPM-GUP/DES/2017;185967900
00022/FPS/SPM-LSNK/DES/2017;3579030
00022/FSM/SPM-LSK/NOV/2017;51700000
00022/FSM/SPM-LSNK/NOV/2017;24000000
00022/FTE/SPM-GUP/DES/2017;300000000
00022/FTE/SPM-LS PGW/DES/2017;2761035250
00022/FTE/SPM-LSK/OKT/2017;26423000
00022/FTE/SPM-LSNK/AGU/2017;16000000
00022/LMP/SPM-GUP/DES/2017;266053250
00022/LPM/SPM-LSK/DES/2017;63900000
00022/PTN/SPM-LS PGW/APR/2017;20586340
00022/PTN/SPM-LSK/OKT/2017;64695000
00022/PTN/SPM-LSNK/AGU/2017;23850000
00022/RSN/SPM-GUP/DES/2017;400000000
00022/RSN/SPM-LS PGW/JUL/2017;250000000
00022/RSN/SPM-LSK/OKT/2017;68900000
00022/RSN/SPM-LSNK/OKT/2017;37584250
00022/SVO/SPM-LS PGW/DES/2017;1067449251
00022/SVO/SPM-LSK/NOV/2017;195597000
00022/W11/SPM-LSK/DES/2017;199500000
00022/W11/SPM-LSNK/OKT/2017;8525000
00022/W12/SPM-LSNK/OKT/2017;10920000
00022/W23/SPM-GUP/AGU/2017;218211138
00022/W23/SPM-LS PGW/FEB/2017;1039507873
00022/W23/SPM-LSK/SEP/2017;19250000
00022/W23/SPM-LSNK/SEP/2017;24375000
00022/W32/SPM-LSNK/OKT/2017;17214000
00022/W34/SPM-GUP/DES/2017;40792000
00022/W34/SPM-LSNK/DES/2017;26199000
00023/FEB/SPM-LSK/NOV/2017;9843822
00023/FHU/SPM-GUP/SEP/2017;437031780
00023/FHU/SPM-LS PGW/DES/2017;1195750000
00023/FHU/SPM-LSK/OKT/2017;25500000
00023/FIB/SPM-GUP/AGU/2017;16198800
00023/FIB/SPM-LSK/DES/2017;29300000
00023/FIS/SPM-LSK/DES/2017;136895000
00023/FIS/SPM-LSNK/DES/2017;37000000
00023/FKE/SPM-LS PGW/DES/2017;738144050
00023/FKE/SPM-LSK/NOV/2017;212075000
00023/FKE/SPM-LSNK/OKT/2017;37146000
00023/FKM/SPM-LSNK/DES/2017;73000000
00023/FPK/SPM-GUP/OKT/2017;198157800
00023/FPK/SPM-LSNK/DES/2017;30650000
00023/FPP/SPM-LSNK/DES/2017;19969000
00023/FPS/SPM-GUP/DES/2017;100000000
00023/FPS/SPM-LSNK/DES/2017;47520000
00023/FSM/SPM-LSK/NOV/2017;83580450
00023/FSM/SPM-LSNK/NOV/2017;28788000
00023/FTE/SPM-LSK/OKT/2017;42388500
00023/FTE/SPM-LSNK/AGU/2017;16000000
00023/LPM/SPM-LSK/DES/2017;27200000
00023/MWA/SPM-GUP/DES/2017;250000000
00023/PTN/SPM-LS PGW/APR/2017;56299000
00023/PTN/SPM-LSNK/AGU/2017;10138000
00023/RSN/SPM-LS PGW/AGU/2017;29752323
00023/RSN/SPM-LSK/OKT/2017;174912800
00023/RSN/SPM-LSNK/OKT/2017;54508700
00023/SVO/SPM-LSK/NOV/2017;34865000
00023/W11/SPM-LSK/DES/2017;142500000
00023/W11/SPM-LSNK/OKT/2017;23700000
00023/W12/SPM-LSNK/OKT/2017;39858000
00023/W23/SPM-GUP/AGU/2017;533648428
00023/W23/SPM-LS PGW/FEB/2017;2800606920
00023/W23/SPM-LSK/SEP/2017;101620337
00023/W23/SPM-LSNK/SEP/2017;102906271
00023/W32/SPM-LSNK/OKT/2017;3488240
00023/W34/SPM-GUP/DES/2017;55264000
00023/W34/SPM-LSNK/DES/2017;7480000
00024/FEB/SPM-LSK/NOV/2017;50546100
00024/FHU/SPM-LS PGW/DES/2017;1639528868
00024/FHU/SPM-LSK/OKT/2017;30600000
00024/FIS/SPM-LSK/DES/2017;325676000
00024/FIS/SPM-LSNK/DES/2017;23700000
00024/FKE/SPM-LSK/NOV/2017;71750000
00024/FKE/SPM-LSNK/OKT/2017;146000000
00024/FKM/SPM-LSNK/DES/2017;513275
00024/FPK/SPM-LSNK/DES/2017;56100000
00024/FPP/SPM-LSNK/DES/2017;29975000
00024/FPS/SPM-LSNK/DES/2017;3337210
00024/FSM/SPM-LSK/NOV/2017;57050000
00024/FSM/SPM-LSNK/NOV/2017;34425000
00024/FTE/SPM-LSK/OKT/2017;30622500
00024/FTE/SPM-LSNK/AGU/2017;15000000
00024/LMP/SPM-GUP/DES/2017;150000000
00024/LPM/SPM-LSK/DES/2017;124394000
00024/PTN/SPM-LS PGW/APR/2017;40866260
00024/PTN/SPM-LSK/OKT/2017;208355000
00024/PTN/SPM-LSNK/AGU/2017;12980000
00024/RSN/SPM-LS PGW/AGU/2017;123273944
00024/RSN/SPM-LSK/NOV/2017;106000000
00024/RSN/SPM-LSNK/OKT/2017;1500000
00024/SVO/SPM-LSK/NOV/2017;19281900
00024/W11/SPM-LSK/DES/2017;176550000
00024/W11/SPM-LSNK/OKT/2017;35094000
00024/W12/SPM-LSNK/OKT/2017;9987000
00024/W23/SPM-GUP/SEP/2017;386036810
00024/W23/SPM-LS PGW/FEB/2017;2920271496
00024/W23/SPM-LSK/SEP/2017;239316704
00024/W23/SPM-LSNK/SEP/2017;11725000
00024/W32/SPM-LSNK/NOV/2017;8505200
00024/W34/SPM-GUP/DES/2017;85000000
00024/W34/SPM-LSNK/DES/2017;43375000
00025/FEB/SPM-LSK/NOV/2017;7101600
00025/FHU/SPM-GUP/SEP/2017;499930968
00025/FHU/SPM-LSK/OKT/2017;30600000
00025/FIS/SPM-LSNK/DES/2017;49780000
00025/FKE/SPM-LSK/DES/2017;65210000
00025/FKE/SPM-LSNK/NOV/2017;49289000
00025/FKM/SPM-GUP/NOV/2017;394915952
00025/FKM/SPM-LSNK/DES/2017;18600000
00025/FPK/SPM-GUP/NOV/2017;197459660
00025/FPP/SPM-LSNK/DES/2017;8000000
00025/FPS/SPM-LSNK/DES/2017;49896000
00025/FSM/SPM-LSK/NOV/2017;69278000
00025/FSM/SPM-LSNK/NOV/2017;15000000
00025/FTE/SPM-LSK/OKT/2017;26423000
00025/FTE/SPM-LSNK/SEP/2017;125000000
00025/LPM/SPM-LSK/DES/2017;110450000
00025/PTN/SPM-LS PGW/APR/2017;40866260
00025/PTN/SPM-LSNK/AGU/2017;856350
00025/RSN/SPM-LS PGW/AGU/2017;29752323
00025/RSN/SPM-LSK/NOV/2017;262369200
00025/RSN/SPM-LSNK/OKT/2017;13237500
00025/SVO/SPM-LSK/DES/2017;14095400
00025/W11/SPM-LSK/DES/2017;180090000
00025/W11/SPM-LSNK/OKT/2017;8100000
00025/W12/SPM-LSNK/OKT/2017;9930000
00025/W23/SPM-GUP/SEP/2017;170486668
00025/W23/SPM-LS PGW/FEB/2017;1485580980
00025/W23/SPM-LSK/SEP/2017;31112000
00025/W23/SPM-LSNK/SEP/2017;9380000
00025/W32/SPM-LSNK/NOV/2017;8460000
00025/W34/SPM-LSNK/DES/2017;40779000
00026/FEB/SPM-LSK/NOV/2017;36454000
00026/FHU/SPM-LSK/OKT/2017;114800000
00026/FIB/SPM-GUP/SEP/2017;278206698
00026/FIB/SPM-LSK/DES/2017;49760000
00026/FIS/SPM-LSNK/DES/2017;40363500
00026/FKE/SPM-GUP/DES/2017;300000000
00026/FKE/SPM-LSK/DES/2017;89336000
00026/FKE/SPM-LSNK/NOV/2017;28321000
00026/FKM/SPM-LSNK/DES/2017;18375000
00026/FPP/SPM-LSNK/DES/2017;13325000
00026/FSM/SPM-LSK/DES/2017;50555000
00026/FSM/SPM-LSNK/NOV/2017;13800000
00026/FTE/SPM-LSK/OKT/2017;46581500
00026/FTE/SPM-LSNK/SEP/2017;125000000
00026/LPM/SPM-LSK/DES/2017;108507000
00026/PTN/SPM-LS PGW/APR/2017;298388100
00026/PTN/SPM-LSK/OKT/2017;80648700
00026/PTN/SPM-LSNK/SEP/2017;4499880
00026/RSN/SPM-LS PGW/AGU/2017;123273944
00026/RSN/SPM-LSK/DES/2017;116774000
00026/RSN/SPM-LSNK/NOV/2017;118935600
00026/SVO/SPM-LSK/DES/2017;58087000
00026/W11/SPM-LSK/DES/2017;138288000
00026/W11/SPM-LSNK/OKT/2017;23975000
00026/W12/SPM-LSNK/OKT/2017;10660000
00026/W23/SPM-GUP/SEP/2017;169169168
00026/W23/SPM-LS PGW/FEB/2017;731612739
00026/W23/SPM-LSK/SEP/2017;518520198
00026/W23/SPM-LSNK/SEP/2017;242082371
00026/W32/SPM-LSNK/NOV/2017;14050000
00027/FEB/SPM-LSK/NOV/2017;190000000
00027/FHU/SPM-GUP/OKT/2017;499857642
00027/FHU/SPM-LSK/OKT/2017;31475000
00027/FIB/SPM-GUP/SEP/2017;81867000
00027/FIB/SPM-LSK/DES/2017;49760000
00027/FIS/SPM-LSNK/DES/2017;9997000
00027/FKE/SPM-LSK/DES/2017;89331000
00027/FKE/SPM-LSNK/NOV/2017;40000000
00027/FKM/SPM-GUP/DES/2017;200000000
00027/FKM/SPM-LSNK/DES/2017;7976630
00027/FPK/SPM-GUP/NOV/2017;198006000
00027/FPP/SPM-LSNK/DES/2017;6750000
00027/FSM/SPM-LSK/DES/2017;51150000
00027/FSM/SPM-LSNK/NOV/2017;10200000
00027/FTE/SPM-LSK/OKT/2017;33194000
00027/FTE/SPM-LSNK/SEP/2017;40000000
00027/PTN/SPM-LS PGW/APR/2017;21251040
00027/PTN/SPM-LSK/OKT/2017;113516000
00027/PTN/SPM-LSNK/SEP/2017;3655950
00027/RSN/SPM-LS PGW/SEP/2017;29752323
00027/RSN/SPM-LSK/DES/2017;140500000
00027/RSN/SPM-LSNK/NOV/2017;40043260
00027/SVO/SPM-LSK/DES/2017;98260000
00027/W11/SPM-LSK/DES/2017;88315000
00027/W11/SPM-LSNK/NOV/2017;7035000
00027/W12/SPM-LSNK/OKT/2017;9672000
00027/W23/SPM-GUP/SEP/2017;182211250
00027/W23/SPM-LS PGW/FEB/2017;279431167
00027/W23/SPM-LSK/SEP/2017;390730560
00027/W23/SPM-LSNK/SEP/2017;5115117
00027/W32/SPM-LSNK/NOV/2017;30680000
00028/FEB/SPM-LSK/NOV/2017;40004250
00028/FHU/SPM-LSK/OKT/2017;12975000
00028/FIB/SPM-LSK/DES/2017;56000000
00028/FIS/SPM-LSNK/DES/2017;11680000
00028/FKE/SPM-LSNK/NOV/2017;47517855
00028/FKM/SPM-LSNK/DES/2017;5549490
00028/FPK/SPM-GUP/NOV/2017;199810684
00028/FPP/SPM-LSNK/DES/2017;20550000
00028/FSM/SPM-LSK/DES/2017;126610000
00028/FSM/SPM-LSNK/DES/2017;5400000
00028/FTE/SPM-LSK/OKT/2017;24922500
00028/FTE/SPM-LSNK/SEP/2017;55000000
00028/PTN/SPM-LS PGW/APR/2017;95913420
00028/PTN/SPM-LSK/OKT/2017;45674514
00028/PTN/SPM-LSNK/SEP/2017;1335750
00028/RSN/SPM-LS PGW/SEP/2017;123273944
00028/RSN/SPM-LSK/DES/2017;7328211
00028/RSN/SPM-LSNK/NOV/2017;595000
00028/SVO/SPM-LSK/DES/2017;22559650
00028/W11/SPM-LSNK/NOV/2017;23659000
00028/W12/SPM-LSNK/OKT/2017;10409000
00028/W23/SPM-GUP/SEP/2017;170367720
00028/W23/SPM-LS PGW/FEB/2017;217466609
00028/W23/SPM-LSK/SEP/2017;60996000
00028/W23/SPM-LSNK/SEP/2017;31800000
00028/W32/SPM-LSNK/NOV/2017;23400000
00029/FEB/SPM-LSK/NOV/2017;191320000
00029/FHU/SPM-LSK/OKT/2017;34793800
00029/FIB/SPM-GUP/OKT/2017;474030500
00029/FIB/SPM-LSK/DES/2017;37986700
00029/FIS/SPM-LSNK/DES/2017;53475000
00029/FKE/SPM-LSK/DES/2017;70400000
00029/FKE/SPM-LSNK/NOV/2017;35637525
00029/FPP/SPM-LSNK/DES/2017;13898000
00029/FSM/SPM-LSK/DES/2017;53900000
00029/FSM/SPM-LSNK/DES/2017;300000
00029/FTE/SPM-LSK/OKT/2017;26423000
00029/FTE/SPM-LSNK/SEP/2017;28000000
00029/PTN/SPM-LS PGW/APR/2017;349820760
00029/PTN/SPM-LSK/OKT/2017;77841525
00029/PTN/SPM-LSNK/SEP/2017;6559726
00029/RSN/SPM-LS PGW/OKT/2017;29752323
00029/RSN/SPM-LSK/DES/2017;520826000
00029/RSN/SPM-LSNK/NOV/2017;300000
00029/SVO/SPM-LSK/DES/2017;11220000
00029/W11/SPM-LSNK/NOV/2017;10605300
00029/W12/SPM-LSNK/NOV/2017;17706000
00029/W23/SPM-GUP/OKT/2017;83981116
00029/W23/SPM-LS PGW/FEB/2017;1612753636
00029/W23/SPM-LSK/SEP/2017;17141400
00029/W23/SPM-LSNK/SEP/2017;45470000
00029/W32/SPM-LSNK/NOV/2017;11500000
00030/FEB/SPM-LSK/NOV/2017;199625700
00030/FHU/SPM-GUP/NOV/2017;499731388
00030/FHU/SPM-LSK/OKT/2017;31475000
00030/FIB/SPM-GUP/OKT/2017;149259000
00030/FIB/SPM-LSK/DES/2017;1999300
00030/FIS/SPM-LSNK/DES/2017;51975000
00030/FKE/SPM-LSK/DES/2017;58195900
00030/FKE/SPM-LSNK/DES/2017;35000000
00030/FPK/SPM-GUP/NOV/2017;140858420
00030/FPP/SPM-LSNK/DES/2017;19953000
00030/FSM/SPM-LSK/DES/2017;53830000
00030/FSM/SPM-LSNK/DES/2017;14250000
00030/FTE/SPM-LSK/OKT/2017;42388500
00030/FTE/SPM-LSNK/SEP/2017;32000000
00030/PTN/SPM-LS PGW/APR/2017;42629390
00030/PTN/SPM-LSK/OKT/2017;208355000
00030/PTN/SPM-LSNK/SEP/2017;615659
00030/RSN/SPM-LS PGW/OKT/2017;123273944
00030/RSN/SPM-LSK/DES/2017;104500000
00030/RSN/SPM-LSNK/NOV/2017;8782500
00030/SVO/SPM-LSK/DES/2017;21534000
00030/W11/SPM-LSNK/NOV/2017;34770000
00030/W12/SPM-LSNK/NOV/2017;40000000
00030/W23/SPM-GUP/OKT/2017;272414510
00030/W23/SPM-LS PGW/FEB/2017;23498000
00030/W23/SPM-LSK/SEP/2017;8822632
00030/W23/SPM-LSNK/SEP/2017;30111660
00030/W32/SPM-LSNK/NOV/2017;13500000
00031/FEB/SPM-LSK/NOV/2017;26812500
00031/FHU/SPM-LSK/OKT/2017;20500000
00031/FIB/SPM-GUP/NOV/2017;499845820
00031/FIB/SPM-LSK/DES/2017;46597500
00031/FIS/SPM-LSNK/DES/2017;23480960
00031/FKE/SPM-LSK/DES/2017;79217000
00031/FKE/SPM-LSNK/DES/2017;32039000
00031/FPK/SPM-GUP/NOV/2017;149225348
00031/FPP/SPM-LSNK/DES/2017;12000000
00031/FSM/SPM-LSK/DES/2017;87455500
00031/FSM/SPM-LSNK/DES/2017;38500000
00031/FTE/SPM-LSK/OKT/2017;40301000
00031/FTE/SPM-LSNK/OKT/2017;27500000
00031/PTN/SPM-LS PGW/APR/2017;186904860
00031/PTN/SPM-LSK/OKT/2017;113516000
00031/PTN/SPM-LSNK/SEP/2017;928721
00031/RSN/SPM-LS PGW/NOV/2017;119749733
00031/RSN/SPM-LSK/DES/2017;42000000
00031/RSN/SPM-LSNK/NOV/2017;347133815
00031/SVO/SPM-LSK/DES/2017;40400000
00031/W11/SPM-LSNK/NOV/2017;7470000
00031/W12/SPM-LSNK/NOV/2017;22950000
00031/W23/SPM-GUP/OKT/2017;416599872
00031/W23/SPM-LS PGW/FEB/2017;112567100
00031/W23/SPM-LSK/SEP/2017;143500000
00031/W23/SPM-LSNK/SEP/2017;86892695
00031/W32/SPM-LSNK/NOV/2017;13273000
00032/FEB/SPM-LSK/DES/2017;20765000
00032/FHU/SPM-GUP/DES/2017;499494928
00032/FHU/SPM-LSK/OKT/2017;31475000
00032/FIB/SPM-LSK/DES/2017;2452500
00032/FIS/SPM-LSNK/DES/2017;20366420
00032/FKE/SPM-LSK/DES/2017;198110000
00032/FPP/SPM-LSNK/DES/2017;3600000
00032/FSM/SPM-LSK/DES/2017;40930000
00032/FSM/SPM-LSNK/DES/2017;2850000
00032/FTE/SPM-LSK/OKT/2017;46257000
00032/FTE/SPM-LSNK/OKT/2017;34000000
00032/PTN/SPM-LS PGW/MEI/2017;3790000
00032/PTN/SPM-LSK/OKT/2017;113516000
00032/PTN/SPM-LSNK/SEP/2017;434500
00032/RSN/SPM-LS PGW/NOV/2017;29752323
00032/RSN/SPM-LSK/DES/2017;51540000
00032/RSN/SPM-LSNK/DES/2017;109035500
00032/SVO/SPM-LSK/DES/2017;25848000
00032/W11/SPM-LSNK/NOV/2017;13300000
00032/W12/SPM-LSNK/NOV/2017;39500000
00032/W23/SPM-GUP/OKT/2017;133122420
00032/W23/SPM-LS PGW/MAR/2017;203078204
00032/W23/SPM-LSK/SEP/2017;439166750
00032/W23/SPM-LSNK/SEP/2017;147634800
00032/W32/SPM-LSNK/DES/2017;39895000
00033/FHU/SPM-GUP/DES/2017;498810612
00033/FHU/SPM-LSK/OKT/2017;34793800
00033/FIS/SPM-LSNK/DES/2017;40910000
00033/FKE/SPM-LSK/DES/2017;128475000
00033/FKE/SPM-LSNK/DES/2017;167990000
00033/FPK/SPM-GUP/DES/2017;199921990
00033/FPP/SPM-LSNK/DES/2017;1200000
00033/FSM/SPM-LSK/DES/2017;62976500
00033/FSM/SPM-LSNK/DES/2017;7700000
00033/FTE/SPM-LSK/OKT/2017;24922500
00033/FTE/SPM-LSNK/OKT/2017;12750000
00033/PTN/SPM-LS PGW/MEI/2017;15975000
00033/PTN/SPM-LSK/OKT/2017;176000000
00033/PTN/SPM-LSNK/SEP/2017;726963
00033/RSN/SPM-LS PGW/NOV/2017;16875000
00033/RSN/SPM-LSNK/DES/2017;314876384
00033/W11/SPM-LSNK/NOV/2017;7000000
00033/W12/SPM-LSNK/NOV/2017;43000000
00033/W23/SPM-GUP/NOV/2017;244903336
00033/W23/SPM-LS PGW/MAR/2017;27175048
00033/W23/SPM-LSK/SEP/2017;146944000
00033/W23/SPM-LSNK/SEP/2017;15298000
00033/W32/SPM-LSNK/DES/2017;5611200
00034/FEB/SPM-LSK/DES/2017;199600000
00034/FHU/SPM-GUP/DES/2017;499886210
00034/FHU/SPM-LSK/OKT/2017;31475000
00034/FIB/SPM-GUP/DES/2017;499990418
00034/FIS/SPM-LSNK/DES/2017;48000000
00034/FKE/SPM-LSK/DES/2017;145695000
00034/FPP/SPM-LSNK/DES/2017;37440000
00034/FSM/SPM-LSK/DES/2017;343293000
00034/FSM/SPM-LSNK/DES/2017;19600000
00034/FTE/SPM-LSK/OKT/2017;33194000
00034/FTE/SPM-LSNK/OKT/2017;18480000
00034/PTN/SPM-LS PGW/MEI/2017;43325000
00034/PTN/SPM-LSK/OKT/2017;113516000
00034/PTN/SPM-LSNK/SEP/2017;1763921
00034/RSN/SPM-LS PGW/DES/2017;2616000
00034/RSN/SPM-LSNK/DES/2017;9938475
00034/SVO/SPM-LSK/DES/2017;28666550
00034/W11/SPM-LSNK/NOV/2017;8585000
00034/W12/SPM-LSNK/NOV/2017;38600000
00034/W23/SPM-LS PGW/MAR/2017;2958618932
00034/W23/SPM-LSK/SEP/2017;97137300
00034/W23/SPM-LSNK/SEP/2017;2205000
00034/W32/SPM-LSNK/DES/2017;11656800
00035/FEB/SPM-LSK/DES/2017;9843822
00035/FHU/SPM-LSK/OKT/2017;34793800
00035/FKE/SPM-LSNK/DES/2017;18892080
00035/FPK/SPM-GUP/DES/2017;100000000
00035/FPP/SPM-LSNK/DES/2017;38880000
00035/FSM/SPM-LSNK/DES/2017;5400000
00035/FTE/SPM-LSK/OKT/2017;30984000
00035/FTE/SPM-LSNK/OKT/2017;11000000
00035/PTN/SPM-LS PGW/MEI/2017;16025000
00035/PTN/SPM-LSK/OKT/2017;80648700
00035/PTN/SPM-LSNK/SEP/2017;1925000
00035/RSN/SPM-LS PGW/DES/2017;122365733
00035/RSN/SPM-LSNK/DES/2017;409000
00035/W11/SPM-LSNK/NOV/2017;6900000
00035/W12/SPM-LSNK/DES/2017;47500000
00035/W23/SPM-GUP/NOV/2017;485505706
00035/W23/SPM-LS PGW/MAR/2017;3398042583
00035/W23/SPM-LSK/SEP/2017;29125000
00035/W23/SPM-LSNK/SEP/2017;5255000
00035/W32/SPM-LSNK/DES/2017;22766000
00036/FEB/SPM-LSK/DES/2017;9843822
00036/FHU/SPM-GUP/DES/2017;442585448
00036/FHU/SPM-LSK/OKT/2017;34793800
00036/FIB/SPM-GUP/DES/2017;250000000
00036/FKE/SPM-LSNK/DES/2017;33913000
00036/FSM/SPM-LSNK/DES/2017;12000000
00036/FTE/SPM-LSK/OKT/2017;41506000
00036/FTE/SPM-LSNK/OKT/2017;13750000
00036/PTN/SPM-LS PGW/MEI/2017;5200000
00036/PTN/SPM-LSK/OKT/2017;216000000
00036/PTN/SPM-LSNK/SEP/2017;14475480
00036/RSN/SPM-LS PGW/DES/2017;29752323
00036/RSN/SPM-LSNK/DES/2017;3347500
00036/W11/SPM-LSNK/DES/2017;12925000
00036/W12/SPM-LSNK/DES/2017;17600000
00036/W23/SPM-GUP/NOV/2017;480793982
00036/W23/SPM-LS PGW/MAR/2017;6641643458
00036/W23/SPM-LSK/SEP/2017;383871600
00036/W23/SPM-LSNK/OKT/2017;9420000
00036/W32/SPM-LSNK/DES/2017;20000000
00037/FEB/SPM-LSK/DES/2017;9843822
00037/FHU/SPM-GUP/DES/2017;250000000
00037/FHU/SPM-LSK/OKT/2017;22489500
00037/FKE/SPM-LSNK/DES/2017;1150365839
00037/FSM/SPM-LSNK/DES/2017;21000000
00037/FTE/SPM-LSK/OKT/2017;24951500
00037/FTE/SPM-LSNK/OKT/2017;49588000
00037/PTN/SPM-LS PGW/MEI/2017;287611895
00037/PTN/SPM-LSK/OKT/2017;80648700
00037/PTN/SPM-LSNK/SEP/2017;4645227
00037/RSN/SPM-LS PGW/DES/2017;13545000
00037/RSN/SPM-LSNK/DES/2017;7216000
00037/W11/SPM-LSNK/DES/2017;21686000
00037/W12/SPM-LSNK/DES/2017;35806000
00037/W23/SPM-GUP/DES/2017;469691980
00037/W23/SPM-LS PGW/MAR/2017;112567100
00037/W23/SPM-LSK/SEP/2017;185288750
00037/W23/SPM-LSNK/OKT/2017;103411590
00037/W32/SPM-LSNK/DES/2017;12675000
00038/FEB/SPM-LSK/DES/2017;32348500
00038/FHU/SPM-LSK/NOV/2017;83310000
00038/FSM/SPM-LSNK/DES/2017;21600000
00038/FTE/SPM-LSK/OKT/2017;33194000
00038/FTE/SPM-LSNK/OKT/2017;23325000
00038/PTN/SPM-LS PGW/MEI/2017;35225000
00038/PTN/SPM-LSK/OKT/2017;99839500
00038/PTN/SPM-LSNK/SEP/2017;4036910
00038/RSN/SPM-LS PGW/DES/2017;171518673
00038/RSN/SPM-LSNK/DES/2017;27896472
00038/W11/SPM-LSNK/DES/2017;23975000
00038/W12/SPM-LSNK/DES/2017;240000000
00038/W23/SPM-GUP/DES/2017;845000000
00038/W23/SPM-LS PGW/MAR/2017;26140000
00038/W23/SPM-LSK/SEP/2017;126709000
00038/W23/SPM-LSNK/OKT/2017;13920000
00039/FEB/SPM-LSK/DES/2017;45250000
00039/FHU/SPM-LSK/NOV/2017;31475000
00039/FSM/SPM-LSNK/DES/2017;22840000
00039/FTE/SPM-LSK/OKT/2017;182671000
00039/FTE/SPM-LSNK/OKT/2017;10300000
00039/PTN/SPM-LS PGW/MEI/2017;5025000
00039/PTN/SPM-LSK/OKT/2017;208355000
00039/PTN/SPM-LSNK/SEP/2017;33378600
00039/W11/SPM-LSNK/DES/2017;23975000
00039/W12/SPM-LSNK/DES/2017;45000000
00039/W23/SPM-LS PGW/APR/2017;206564349
00039/W23/SPM-LSK/SEP/2017;15045810
00039/W23/SPM-LSNK/OKT/2017;48628500
00040/FEB/SPM-LSK/DES/2017;27625000
00040/FHU/SPM-LSK/NOV/2017;32520000
00040/FKE/SPM-LSNK/DES/2017;6046000
00040/FSM/SPM-LSNK/DES/2017;15225000
00040/FTE/SPM-LSK/OKT/2017;123062000
00040/FTE/SPM-LSNK/OKT/2017;11872000
00040/PTN/SPM-LS PGW/MEI/2017;3875000
00040/PTN/SPM-LSK/OKT/2017;3580775000
00040/PTN/SPM-LSNK/SEP/2017;1250478907
00040/W11/SPM-LSNK/DES/2017;23336000
00040/W12/SPM-LSNK/DES/2017;34600000
00040/W23/SPM-LS PGW/APR/2017;68356100
00040/W23/SPM-LSK/SEP/2017;19333328
00040/W23/SPM-LSNK/OKT/2017;6360000
00041/FEB/SPM-LSK/DES/2017;7101600
00041/FHU/SPM-LSK/DES/2017;100100000
00041/FKE/SPM-LSNK/DES/2017;5100000
00041/FSM/SPM-LSNK/DES/2017;68000000
00041/FTE/SPM-LSK/OKT/2017;24922500
00041/FTE/SPM-LSNK/OKT/2017;21505000
00041/PTN/SPM-LS PGW/MEI/2017;18600000
00041/PTN/SPM-LSK/OKT/2017;113516000
00041/PTN/SPM-LSNK/SEP/2017;12910503
00041/W11/SPM-LSNK/DES/2017;10200000
00041/W12/SPM-LSNK/DES/2017;30000000
00041/W23/SPM-LS PGW/APR/2017;2955431405
00041/W23/SPM-LSK/SEP/2017;141069000
00041/W23/SPM-LSNK/OKT/2017;6650000
00042/FEB/SPM-LSK/DES/2017;108849400
00042/FHU/SPM-LSK/DES/2017;190033800
00042/FKE/SPM-LSNK/DES/2017;900000
00042/FSM/SPM-LSNK/DES/2017;72000000
00042/FTE/SPM-LSK/OKT/2017;24951500
00042/FTE/SPM-LSNK/NOV/2017;25920000
00042/PTN/SPM-LS PGW/MEI/2017;14900000
00042/PTN/SPM-LSK/OKT/2017;55100000
00042/PTN/SPM-LSNK/SEP/2017;1294554
00042/W11/SPM-LSNK/DES/2017;11252500
00042/W12/SPM-LSNK/DES/2017;500000000
00042/W23/SPM-LS PGW/APR/2017;3392369765
00042/W23/SPM-LSK/SEP/2017;102200000
00042/W23/SPM-LSNK/OKT/2017;40000000
00043/FEB/SPM-LSK/DES/2017;99815800
00043/FHU/SPM-LSK/DES/2017;34793800
00043/FSM/SPM-LSNK/DES/2017;8000000
00043/FTE/SPM-LSK/OKT/2017;33157500
00043/FTE/SPM-LSNK/NOV/2017;61250000
00043/PTN/SPM-LS PGW/MEI/2017;5725000
00043/PTN/SPM-LSK/OKT/2017;80648700
00043/PTN/SPM-LSNK/SEP/2017;1210000
00043/W11/SPM-LSNK/DES/2017;2050000
00043/W12/SPM-LSNK/DES/2017;6600000
00043/W23/SPM-LS PGW/APR/2017;6597830892
00043/W23/SPM-LSK/SEP/2017;40018000
00043/W23/SPM-LSNK/OKT/2017;16020000
00044/FEB/SPM-LSK/DES/2017;41159250
00044/FHU/SPM-LSK/DES/2017;24875000
00044/FSM/SPM-LSNK/DES/2017;12800000
00044/FTE/SPM-LSK/OKT/2017;40301000
00044/FTE/SPM-LSNK/NOV/2017;105900000
